@relation training_data_20190313_including_non_bisulfite

@attribute pos1_A numeric
@attribute pos1_C numeric
@attribute pos1_T numeric
@attribute pos1_G numeric
@attribute pos2_A numeric
@attribute pos2_C numeric
@attribute pos2_T numeric
@attribute pos2_G numeric
@attribute pos3_A numeric
@attribute pos3_C numeric
@attribute pos3_T numeric
@attribute pos3_G numeric
@attribute pos4_A numeric
@attribute pos4_C numeric
@attribute pos4_T numeric
@attribute pos4_G numeric
@attribute pos8_A numeric
@attribute pos8_C numeric
@attribute pos8_T numeric
@attribute pos8_G numeric
@attribute pos9_A numeric
@attribute pos9_C numeric
@attribute pos9_T numeric
@attribute pos9_G numeric
@attribute pos10_A numeric
@attribute pos10_C numeric
@attribute pos10_T numeric
@attribute pos10_G numeric
@attribute pos11_A numeric
@attribute pos11_C numeric
@attribute pos11_T numeric
@attribute pos11_G numeric
@attribute pos12_A numeric
@attribute pos12_C numeric
@attribute pos12_T numeric
@attribute pos12_G numeric
@attribute pos20_A numeric
@attribute pos20_C numeric
@attribute pos20_T numeric
@attribute pos20_G numeric
@attribute pos30_A numeric
@attribute pos30_C numeric
@attribute pos30_T numeric
@attribute pos30_G numeric
@attribute method {Swift,6N_PBAT,6N_sc,9N_sc,WGBS,RRBS,scNOME,UMI_RRBS,9N_PBAT,Amplicon,NOMEseq,Truseq,RNA,ChIP,ATAC,WGS}

@data
19,23,14,41,21,23,40,14,26,25,31,16,18,29,40,11,35,18,21,25,16,36,21,25,28,22,33,15,24,18,25,31,26,20,31,22,27,20,28,23,26,22,28,22,RNA
17,31,11,39,17,25,41,15,23,28,29,18,15,34,37,12,37,17,18,26,14,40,18,26,28,22,33,15,21,20,21,37,24,23,30,21,25,23,26,24,25,23,26,24,RNA
17,25,15,41,18,27,37,16,21,29,32,17,14,36,35,13,36,17,18,27,14,41,18,26,28,23,32,16,20,20,20,38,24,23,30,21,24,24,26,24,24,24,26,24,RNA
17,25,15,41,19,26,38,16,21,28,30,19,15,35,35,13,36,17,18,27,14,40,18,26,28,22,33,16,20,20,21,37,25,22,30,21,25,23,26,24,25,23,26,24,RNA
16,32,11,39,17,26,36,19,21,29,30,18,14,37,34,12,37,17,17,27,14,40,18,26,28,22,32,16,20,20,20,38,24,23,30,21,25,24,25,24,25,24,25,24,RNA
22,25,12,39,22,25,35,16,23,27,29,19,15,34,34,14,37,17,17,27,14,40,18,26,29,22,32,15,21,20,20,38,24,23,30,21,24,23,26,24,25,24,26,24,RNA
14,22,11,51,18,27,37,17,20,29,28,20,14,35,36,13,36,17,18,27,14,40,18,26,28,23,32,16,20,20,20,38,24,23,30,21,24,23,26,25,25,24,25,24,RNA
11,32,9,45,14,24,33,26,19,30,25,25,26,24,22,26,20,28,27,23,20,26,30,22,31,20,23,24,21,28,20,29,20,27,26,25,23,25,25,25,22,25,25,25,RNA
17,26,15,41,18,27,37,16,21,29,31,17,14,36,36,12,36,17,18,27,14,41,18,26,28,22,33,15,20,20,21,38,24,23,31,21,24,23,26,24,25,24,26,24,RNA
16,25,15,42,18,27,36,16,21,28,32,17,15,35,36,12,35,17,18,27,14,41,18,26,28,22,33,15,20,20,20,38,25,22,30,21,24,23,26,25,24,23,26,24,RNA
17,28,12,41,17,25,40,16,21,31,28,18,14,36,36,12,37,17,17,27,14,40,18,26,28,22,32,15,20,20,20,38,24,23,30,21,25,23,26,24,25,24,26,24,RNA
16,22,11,49,18,23,40,17,23,28,29,18,16,34,35,13,37,17,18,26,14,39,18,26,28,22,32,16,21,19,21,37,24,22,30,21,25,23,26,24,25,24,26,24,RNA
15,22,11,51,18,24,39,17,23,28,29,18,16,34,35,13,36,17,18,27,14,39,18,26,28,22,32,16,21,20,21,37,24,23,30,21,25,23,26,24,24,24,26,24,RNA
15,22,11,51,18,23,39,18,22,28,29,19,16,35,34,13,36,17,17,27,14,39,18,27,28,23,31,17,21,20,20,37,24,23,29,22,23,23,27,25,24,24,26,24,RNA
7,43,5,43,7,21,40,29,11,34,24,29,21,25,16,35,15,23,30,29,16,19,36,27,30,18,24,26,21,27,18,32,19,26,24,29,26,22,20,30,26,24,19,29,RNA
18,24,15,41,19,24,39,15,23,26,31,18,16,33,37,12,37,16,19,26,14,39,19,26,29,21,34,15,21,19,22,36,25,21,32,20,26,22,27,23,26,23,27,23,RNA
17,25,15,41,18,26,37,16,21,28,30,19,15,35,35,13,36,17,18,27,14,41,18,26,28,22,33,15,20,19,20,38,24,22,30,21,25,24,26,24,25,24,25,24,RNA
19,24,14,42,20,24,40,15,25,26,31,17,17,30,39,12,35,19,20,25,16,37,21,25,27,23,33,15,24,18,24,32,25,21,30,22,26,21,28,23,26,22,28,22,RNA
11,34,8,45,13,24,35,25,16,34,25,23,24,26,24,25,22,25,30,21,21,24,33,20,32,19,25,22,24,26,22,26,21,26,27,24,24,24,26,24,23,25,26,24,RNA
15,21,11,51,18,24,40,17,24,27,29,18,16,34,36,13,37,17,18,27,14,39,18,27,28,22,32,16,21,19,21,37,24,22,30,21,25,23,26,24,25,23,26,24,RNA
17,25,14,42,18,24,40,16,22,28,30,18,15,34,37,12,36,17,18,27,14,40,18,26,28,22,33,15,21,20,21,37,25,22,30,21,25,23,27,24,25,24,26,23,RNA
17,25,13,42,18,24,41,16,21,29,30,18,14,36,36,12,36,17,18,27,14,40,18,26,28,22,32,15,20,20,20,37,24,22,30,21,24,24,26,24,24,24,26,24,RNA
16,33,11,38,18,25,36,19,22,28,31,18,15,37,34,12,37,17,18,27,14,40,18,26,28,22,33,15,20,19,21,37,24,22,31,21,25,23,26,24,25,24,26,24,RNA
17,25,14,42,20,24,38,16,22,27,31,18,15,35,36,12,36,17,18,27,14,40,18,26,28,22,33,15,20,20,21,37,25,22,30,21,24,23,26,24,24,24,26,24,RNA
17,25,15,41,19,24,38,16,22,27,31,18,15,35,36,12,37,17,18,27,14,41,18,26,28,22,33,15,21,19,20,38,24,22,30,21,25,23,26,24,25,23,26,24,RNA
17,25,14,42,17,24,41,16,22,28,30,18,14,34,37,12,36,17,18,27,14,41,18,26,28,23,32,15,20,20,21,37,24,23,30,21,24,23,26,24,25,23,26,24,RNA
17,28,11,41,18,25,40,15,22,30,28,18,14,35,37,12,37,17,18,26,14,40,18,26,28,22,33,15,21,19,21,37,24,23,31,21,25,23,26,24,25,24,25,24,RNA
11,31,8,47,14,24,35,26,19,31,26,23,26,24,23,25,20,27,29,22,20,25,32,21,31,20,24,23,22,27,21,28,20,27,26,24,24,24,25,25,22,25,26,25,RNA
15,22,10,51,18,26,37,17,21,28,29,20,14,35,36,13,36,17,18,27,14,40,18,26,27,23,32,16,21,20,21,37,24,23,30,21,24,24,26,25,24,24,26,24,RNA
15,22,11,50,17,24,40,17,22,29,29,19,15,36,34,13,37,17,17,27,15,40,18,26,28,22,32,16,20,20,20,37,24,23,30,21,25,23,26,24,25,24,26,24,RNA
14,21,11,51,18,27,37,17,21,28,28,20,14,35,36,13,36,17,17,27,14,40,18,27,28,23,32,16,20,20,20,37,24,23,29,21,24,23,26,25,24,24,26,24,RNA
17,25,15,41,17,23,43,15,22,27,30,18,15,33,38,12,37,17,18,26,14,40,18,26,28,22,33,15,21,20,21,37,24,22,30,21,24,23,26,24,24,24,26,24,RNA
15,21,11,51,18,23,39,18,23,27,29,19,16,34,35,13,37,17,18,27,14,39,18,26,28,22,32,16,21,20,20,37,24,22,30,21,24,23,26,25,24,23,26,24,RNA
17,25,14,42,18,24,41,16,22,28,30,18,15,34,37,12,37,17,18,26,14,40,18,26,28,22,32,15,21,20,21,37,24,22,30,21,24,23,26,24,25,24,26,24,RNA
16,22,11,49,20,23,37,17,22,27,30,20,15,35,34,13,37,17,18,27,14,39,19,26,28,22,32,16,21,20,21,37,25,22,30,21,25,23,27,24,25,23,26,24,RNA
17,31,12,39,18,30,35,15,21,29,31,17,16,35,35,13,36,17,17,27,14,41,18,26,28,22,32,15,20,20,20,37,24,23,30,21,24,24,26,24,24,24,26,24,RNA
23,25,11,39,23,25,34,16,23,27,29,19,15,34,34,14,36,17,17,27,13,41,18,26,28,22,32,15,20,20,20,38,24,22,30,21,24,24,26,24,24,24,26,24,RNA
29,24,11,34,20,28,35,16,22,28,31,17,15,35,35,13,36,17,18,27,14,41,18,26,28,22,33,15,20,20,20,37,25,23,30,21,24,23,26,24,24,24,26,24,RNA
18,28,12,41,18,25,40,15,22,30,29,18,15,34,37,12,37,17,18,26,14,39,18,26,28,22,33,15,21,20,21,37,24,22,31,21,25,23,26,24,25,24,26,23,RNA
16,32,12,39,18,25,35,19,21,28,31,18,15,37,33,13,36,17,17,27,14,41,18,26,28,22,32,16,20,20,20,37,25,23,30,21,24,23,26,25,25,24,26,24,RNA
17,25,15,41,18,25,39,16,22,28,30,18,15,34,35,13,37,17,18,27,14,40,18,26,28,22,33,15,21,19,21,37,24,22,31,21,25,23,26,24,25,24,25,24,RNA
17,29,11,42,18,25,40,15,21,31,28,18,14,36,36,12,36,17,18,27,13,41,17,26,27,22,33,15,21,20,20,37,23,23,30,21,25,24,25,24,24,24,25,24,RNA
14,21,11,52,18,26,36,18,21,28,28,21,14,35,35,13,36,17,18,28,14,40,18,26,27,23,31,16,20,21,20,37,24,23,29,22,23,24,26,25,24,24,26,24,RNA
17,24,16,41,18,26,38,16,22,28,30,19,15,35,35,13,37,17,18,27,14,41,18,26,28,22,33,16,21,20,20,37,24,22,30,21,24,23,26,25,25,24,26,24,RNA
17,25,15,41,18,26,38,16,21,28,30,19,15,35,35,13,36,17,18,27,14,40,18,26,28,22,33,15,20,20,20,37,24,23,30,21,24,23,26,25,25,24,26,24,RNA
17,25,14,42,18,24,40,16,22,29,30,18,14,35,37,12,36,17,18,27,14,40,18,26,28,22,33,15,20,20,20,38,24,23,30,21,24,23,26,25,24,23,26,24,RNA
23,25,11,38,22,26,34,16,22,28,29,19,15,35,34,14,36,17,17,28,14,41,18,26,28,22,32,15,20,20,20,39,24,23,30,21,24,23,26,25,24,24,26,24,RNA
17,30,12,40,17,25,41,15,23,28,29,18,15,34,37,12,36,17,18,26,14,40,19,26,28,22,32,15,21,20,21,36,24,23,30,21,24,23,26,24,25,24,26,24,RNA
18,33,12,34,17,19,48,14,20,33,32,13,14,42,35,8,34,18,20,25,11,45,19,23,36,20,32,10,17,20,19,42,21,25,30,22,22,28,25,23,24,24,24,26,RNA
16,22,11,49,20,24,37,17,22,27,29,20,15,36,34,13,37,17,18,26,15,39,18,26,28,22,32,16,21,20,21,37,24,22,30,21,25,23,26,25,25,24,26,24,RNA
26,24,11,37,19,27,36,16,22,28,31,17,15,35,35,13,36,17,18,27,14,40,18,26,28,22,33,15,21,20,20,37,24,22,31,21,25,23,26,24,25,23,26,24,RNA
10,35,7,46,14,23,38,23,18,32,26,22,27,23,23,25,21,26,31,21,20,25,33,20,32,19,24,23,23,26,21,27,21,26,26,24,24,24,26,24,24,24,26,24,RNA
11,33,8,46,14,24,35,25,18,31,26,23,26,24,24,25,21,27,29,22,20,26,32,21,31,20,24,23,22,27,21,28,20,27,26,25,23,24,26,25,23,25,25,25,RNA
17,25,14,41,17,24,42,15,22,28,30,18,14,34,38,12,35,17,18,27,13,40,18,26,28,22,32,15,21,19,21,37,24,23,30,21,24,23,26,25,24,24,25,24,RNA
22,25,12,39,22,25,35,16,23,27,29,19,15,34,35,14,37,17,17,27,14,40,18,25,28,22,33,16,21,20,20,37,25,23,30,21,24,23,26,24,25,24,26,24,RNA
17,25,15,41,19,24,38,16,22,27,31,18,15,35,36,12,36,17,18,27,14,40,18,26,28,22,33,15,20,20,21,37,24,22,30,21,24,23,26,24,25,24,26,24,RNA
11,35,7,46,14,24,36,24,18,32,25,23,26,23,23,25,20,27,29,22,19,26,32,21,32,20,24,23,22,27,21,28,20,27,26,25,23,24,26,25,23,25,26,25,RNA
17,25,14,42,18,24,41,16,22,29,30,18,15,35,37,12,35,17,18,27,14,40,18,26,28,22,33,15,21,20,21,37,24,23,30,21,25,23,26,24,25,24,26,24,RNA
17,25,15,41,18,27,37,16,21,28,32,17,14,37,35,12,36,17,18,27,13,41,18,26,28,22,33,15,20,20,20,38,24,23,30,21,24,23,26,25,24,24,26,24,RNA
17,31,12,39,18,30,36,15,21,29,31,17,15,36,35,12,37,17,17,27,14,41,18,26,28,22,32,15,20,20,20,38,24,23,30,21,24,24,25,24,24,24,26,24,RNA
15,22,11,51,18,26,37,17,21,28,29,20,14,35,36,13,36,17,18,27,14,40,18,26,28,23,32,16,21,20,20,37,24,23,30,21,24,24,26,24,25,24,26,24,RNA
16,31,11,39,17,25,41,15,23,29,28,18,15,34,37,12,36,17,18,26,14,40,18,26,28,22,32,16,20,20,21,37,24,23,30,22,25,23,26,24,25,24,26,24,RNA
16,23,11,49,20,24,38,17,22,27,29,20,15,35,35,13,36,17,18,27,14,39,18,26,28,22,33,16,21,20,20,37,24,22,31,21,25,23,26,24,25,23,26,24,RNA
26,24,11,37,19,27,36,16,22,29,31,17,15,35,35,13,37,17,17,27,14,40,18,26,28,22,32,15,20,20,21,37,24,23,30,21,24,23,26,24,25,24,26,24,RNA
17,25,15,42,17,24,42,15,22,28,30,18,14,35,37,12,35,17,18,28,13,41,18,26,28,22,32,15,20,20,21,37,24,23,30,21,24,24,26,25,24,24,26,24,RNA
10,33,7,48,13,24,36,25,17,32,25,23,25,24,23,26,20,27,28,23,19,26,32,21,30,20,24,24,21,28,20,29,20,27,26,25,23,24,25,25,22,25,25,25,RNA
29,24,11,34,20,26,36,15,23,27,32,16,16,33,37,12,37,17,18,26,14,40,19,25,29,21,33,15,21,19,21,36,26,21,31,20,25,22,27,23,25,23,27,23,RNA
28,24,11,35,19,27,36,16,21,29,30,17,15,35,35,13,37,17,17,27,14,41,18,26,28,22,32,15,20,20,20,38,24,23,30,21,24,23,26,24,24,24,26,24,RNA
17,28,11,41,18,24,40,15,22,30,29,17,15,34,37,12,37,17,18,26,14,40,18,26,28,22,33,15,21,19,21,37,24,22,31,21,25,23,26,24,25,23,26,24,RNA
17,32,11,39,17,25,41,15,23,28,29,17,15,34,38,12,36,17,18,26,14,40,18,26,28,22,33,15,21,20,21,37,24,22,30,21,25,23,26,24,25,24,26,24,RNA
22,25,12,40,22,25,35,16,22,28,29,19,15,36,34,14,35,17,17,28,14,41,18,26,28,23,31,16,20,20,20,38,24,23,29,21,23,23,26,25,24,24,26,24,RNA
16,31,11,40,17,26,40,15,23,29,29,17,16,35,35,12,36,17,18,27,14,40,18,26,28,22,33,15,20,20,21,37,24,23,30,21,24,23,26,24,24,24,26,24,RNA
17,28,12,41,18,25,40,15,22,30,29,18,14,35,37,12,36,17,18,27,14,40,18,26,28,22,32,15,21,19,21,37,24,23,30,21,25,23,26,24,25,24,26,24,RNA
23,25,11,39,23,24,36,15,24,27,29,19,15,33,36,13,37,16,18,26,14,40,18,26,29,21,33,15,21,19,21,37,25,22,31,20,25,23,26,24,25,23,26,23,RNA
7,26,3,62,7,22,38,31,13,33,25,28,21,23,18,35,16,25,31,25,17,22,33,26,31,17,23,27,22,26,19,31,20,26,24,28,24,23,21,30,25,24,20,29,RNA
23,25,12,38,23,24,36,15,24,26,30,18,16,33,36,13,37,16,18,26,14,40,19,25,29,21,33,14,21,19,21,37,25,22,31,20,25,22,27,23,26,23,27,23,RNA
27,24,11,36,19,27,36,16,22,28,31,17,15,34,36,13,37,17,18,27,14,40,19,26,28,22,32,15,21,20,20,37,24,22,31,21,24,23,26,24,24,24,26,24,RNA
17,25,15,41,19,26,38,16,22,28,30,19,15,34,35,13,37,17,18,27,14,40,18,26,28,22,33,15,21,20,21,37,24,22,30,21,25,23,26,24,25,24,26,24,RNA
18,29,12,39,19,23,42,14,25,27,30,16,16,33,37,11,38,16,19,25,15,39,19,25,29,21,34,15,22,19,22,36,25,21,31,20,25,22,28,23,26,22,27,22,RNA
17,24,15,41,19,24,38,16,22,27,31,17,15,35,36,12,37,17,18,26,14,40,18,26,28,22,33,15,21,20,21,37,24,22,31,21,25,23,26,24,25,23,26,24,RNA
17,25,15,41,19,26,38,16,21,28,31,17,15,36,35,12,37,17,18,27,14,40,18,26,28,22,32,16,21,20,21,37,25,22,30,21,24,23,27,24,24,23,27,24,RNA
17,30,11,40,18,25,40,15,23,28,29,17,16,35,35,12,36,17,18,27,14,40,18,26,28,22,33,15,21,19,21,37,25,22,30,21,24,23,27,24,25,23,26,24,RNA
17,22,12,47,22,22,39,16,24,25,30,18,16,33,38,12,38,16,19,25,15,38,20,26,29,20,34,15,22,19,22,35,26,21,32,20,26,21,28,23,26,22,28,22,RNA
15,21,11,51,17,24,39,17,22,29,28,19,15,36,34,13,37,17,17,27,14,40,18,26,28,22,32,16,20,20,20,37,24,23,29,21,24,23,26,25,24,24,26,24,RNA
16,31,11,40,18,25,40,15,23,29,29,18,16,35,35,13,36,17,18,27,14,40,18,26,28,23,32,16,21,20,20,37,24,23,30,21,24,23,26,24,25,24,26,24,RNA
17,31,12,38,18,29,36,15,21,29,31,17,16,35,35,12,37,17,18,26,14,40,18,25,28,22,33,15,21,20,21,37,24,23,30,21,24,23,26,24,25,24,26,24,RNA
17,25,15,41,18,27,37,16,21,29,31,17,15,36,35,12,36,17,18,27,14,41,18,26,28,22,33,15,20,20,20,37,25,23,30,21,24,23,26,24,24,24,26,24,RNA
18,25,13,43,19,24,40,16,23,27,31,17,15,33,38,12,35,17,19,27,13,40,19,26,28,22,34,15,21,19,22,36,25,22,31,20,25,22,27,24,25,23,27,23,RNA
16,25,15,42,19,26,37,16,20,29,31,18,14,37,35,13,36,17,17,28,14,41,18,26,28,23,32,16,20,20,20,38,24,24,29,21,24,24,25,25,24,24,25,24,RNA
11,34,6,47,13,24,37,24,18,32,26,22,26,23,23,25,20,27,29,21,19,25,33,21,32,19,24,23,22,27,21,28,20,27,26,25,23,24,26,24,23,25,26,24,RNA
17,25,15,41,18,26,37,16,21,28,30,18,15,35,35,13,36,17,18,27,14,41,18,26,28,22,32,16,20,20,20,38,24,23,30,21,24,23,26,24,24,24,25,24,RNA
23,25,12,39,22,24,36,16,23,27,29,19,15,34,35,14,37,17,18,26,14,40,18,26,29,22,32,15,21,20,20,38,25,22,30,21,24,23,26,25,25,24,26,24,RNA
12,34,5,47,13,24,32,30,17,32,24,25,24,25,21,28,18,29,29,22,17,26,30,25,26,22,22,27,19,30,19,30,17,29,23,29,20,27,24,27,20,29,23,27,RNA
11,33,7,47,14,24,35,25,18,32,25,23,26,24,23,25,20,27,28,22,19,26,32,21,31,20,24,23,22,28,21,28,20,27,26,25,23,25,25,25,22,26,26,25,RNA
17,25,14,42,17,25,42,15,22,28,30,18,14,34,37,12,35,17,18,27,14,40,18,26,28,22,33,15,20,20,20,38,24,23,30,21,24,24,26,25,25,24,26,24,RNA
16,31,12,39,18,29,36,15,22,29,31,17,16,36,34,12,36,17,18,27,14,41,18,26,28,22,33,15,20,20,21,37,24,23,30,21,24,24,26,24,25,24,26,24,RNA
23,25,11,39,22,24,36,16,24,27,29,19,15,34,35,14,37,17,18,26,14,40,18,26,29,21,33,15,21,19,21,37,24,22,31,21,25,23,26,25,25,23,26,24,RNA
17,30,11,39,18,29,36,15,21,29,31,17,16,35,35,12,36,17,18,27,14,40,18,26,28,22,33,15,20,20,21,37,24,23,30,21,25,24,25,24,25,24,26,24,RNA
17,25,15,41,19,24,38,16,22,27,31,18,15,35,36,12,36,17,18,27,14,40,18,26,28,22,33,15,21,19,21,37,25,22,30,21,24,23,26,24,25,23,27,23,RNA
17,25,15,41,18,26,38,16,21,28,30,19,15,35,35,13,37,17,17,27,14,40,18,26,28,22,33,15,21,20,20,37,24,23,30,21,25,23,26,24,25,24,26,24,RNA
26,24,11,36,19,27,36,16,22,28,31,17,15,34,35,13,36,17,18,27,14,40,18,26,28,22,33,15,21,20,20,37,24,23,31,21,24,23,26,25,25,23,26,24,RNA
17,22,13,46,19,26,35,19,22,26,29,21,14,38,33,13,31,20,16,31,11,43,18,27,25,26,27,20,20,20,18,40,24,25,26,22,21,24,25,27,21,26,25,26,RNA
15,21,11,51,18,26,37,17,21,28,28,20,15,34,37,13,36,17,18,27,14,40,18,26,28,22,32,16,21,20,21,37,24,23,30,21,25,23,26,24,25,23,26,24,RNA
27,24,11,36,20,27,36,16,22,28,30,17,15,34,35,13,36,17,18,27,14,40,18,26,28,22,33,15,20,20,21,37,24,23,31,21,24,23,26,24,25,24,26,23,RNA
17,25,15,41,18,26,38,16,21,28,29,19,15,35,35,13,36,17,18,27,14,40,18,26,28,22,33,15,20,19,21,38,24,23,30,21,25,23,25,24,25,24,26,24,RNA
11,32,6,49,13,24,36,25,17,32,26,23,25,24,23,25,20,27,29,21,19,25,33,20,31,19,24,23,22,27,21,28,20,27,27,25,23,24,26,25,23,25,26,24,RNA
14,22,11,51,18,27,36,17,21,29,29,20,14,35,36,13,36,17,18,27,14,40,18,26,28,23,32,16,20,20,20,37,24,23,30,21,24,24,26,25,24,24,26,25,RNA
17,25,14,41,20,24,39,16,22,27,31,18,15,35,36,12,37,17,18,26,14,40,18,26,28,22,33,15,21,19,21,37,24,22,31,21,25,23,26,24,25,23,26,24,RNA
17,31,12,39,18,29,36,15,21,29,31,17,16,35,35,13,37,17,18,26,14,40,18,26,28,22,33,15,20,20,20,38,24,22,31,21,25,23,26,24,25,24,26,23,RNA
17,25,14,41,18,26,38,16,21,28,29,19,15,35,35,13,36,17,17,27,14,40,18,26,28,22,32,15,20,20,20,38,24,23,30,21,24,24,26,24,24,24,26,24,RNA
22,25,11,39,22,25,36,15,24,27,29,19,15,34,36,14,37,17,18,27,14,40,18,26,29,21,33,15,20,19,21,37,24,22,31,21,25,23,26,24,25,24,26,24,RNA
17,25,14,42,20,24,38,16,22,27,31,18,15,34,37,12,36,17,18,27,14,40,18,26,28,22,33,15,21,19,21,37,24,22,30,21,24,23,26,24,25,23,27,24,RNA
17,28,11,41,18,25,40,15,22,30,29,17,14,35,37,12,37,17,18,26,14,39,18,26,28,22,33,15,21,19,21,37,24,23,30,21,25,24,26,24,25,23,26,24,RNA
18,25,15,40,18,26,38,16,21,28,32,17,15,36,36,12,37,17,18,27,14,40,18,26,28,22,33,15,21,19,21,37,25,22,30,21,25,23,26,24,25,24,26,23,RNA
17,28,12,41,18,25,40,15,22,30,28,17,14,35,37,12,37,17,18,27,14,40,18,26,28,22,33,15,21,20,21,37,24,23,30,21,25,24,26,24,25,24,26,24,RNA
17,29,11,42,17,26,39,16,21,31,28,18,14,36,36,12,35,18,18,28,13,41,17,27,27,23,32,16,20,20,20,38,23,24,30,21,24,24,24,25,24,25,24,25,RNA
23,25,11,38,23,25,34,16,23,27,29,19,15,34,35,14,36,17,18,27,14,41,18,26,28,22,32,15,20,20,20,38,25,22,30,21,24,23,26,24,25,24,26,24,RNA
18,30,12,38,19,23,38,18,23,26,32,17,16,34,37,12,38,16,19,25,14,39,20,25,29,21,34,15,22,19,22,36,26,21,32,19,26,22,28,23,26,22,27,23,RNA
15,22,11,50,19,23,39,17,23,27,30,18,16,34,35,13,36,17,18,27,14,39,19,26,28,22,32,16,21,20,21,37,24,22,30,21,25,23,26,24,25,23,26,24,RNA
9,37,5,47,12,24,35,27,17,32,24,25,26,22,21,29,19,25,31,23,19,22,33,24,33,17,24,25,24,25,20,29,21,25,26,27,24,23,24,26,25,24,23,26,RNA
14,21,11,52,18,27,37,17,21,28,28,20,14,35,36,13,36,17,18,27,14,40,18,26,28,22,32,16,21,20,20,37,24,23,30,21,24,24,26,25,24,24,26,24,RNA
16,33,11,38,17,26,36,19,21,28,31,18,14,37,34,13,36,17,18,27,14,41,18,25,28,22,32,15,20,20,20,37,24,23,30,21,24,23,26,24,25,24,26,24,RNA
15,21,11,50,18,26,37,16,22,28,29,19,15,33,37,12,37,17,18,26,14,39,19,26,28,22,33,15,21,20,21,36,25,22,31,20,25,23,27,23,25,23,27,23,RNA
17,31,12,39,17,29,36,15,21,29,31,17,15,36,35,13,36,17,17,27,14,41,18,26,28,22,32,15,20,20,20,38,24,23,30,21,24,24,25,25,24,24,26,24,RNA
16,22,11,49,20,24,37,17,23,27,29,20,15,35,35,13,36,17,18,27,14,39,18,27,28,22,32,16,21,20,21,37,24,22,31,21,25,23,26,24,25,24,26,24,RNA
27,24,11,35,19,27,36,16,21,29,30,18,14,36,34,14,37,17,17,27,14,40,18,25,28,22,32,16,20,20,20,38,24,23,30,21,24,24,26,24,24,24,26,24,RNA
17,24,15,41,16,24,43,15,21,28,30,18,14,34,38,12,36,17,18,27,14,40,18,26,28,22,32,15,21,20,20,37,24,23,30,21,25,23,26,24,25,24,26,24,RNA
16,32,12,39,17,25,36,19,21,28,31,18,15,37,34,13,37,17,18,26,14,40,18,26,28,22,32,16,20,20,20,37,24,23,30,21,24,23,26,24,25,24,26,24,RNA
16,32,12,39,18,26,36,19,22,28,31,18,15,37,34,13,36,17,18,27,14,41,18,26,28,22,33,15,20,20,21,37,24,23,30,21,24,23,26,24,24,24,26,24,RNA
17,25,15,40,18,26,38,16,22,28,32,17,15,35,36,12,36,17,18,27,14,40,18,26,28,22,33,15,21,19,21,37,25,22,31,21,24,23,26,24,25,24,26,24,RNA
17,31,12,38,18,30,36,15,21,29,31,16,16,35,35,12,36,17,18,27,14,41,18,26,28,22,33,15,20,20,21,37,24,23,30,21,24,23,26,25,25,24,26,24,RNA
23,25,11,39,23,23,37,15,25,25,30,18,16,32,37,13,37,16,19,26,14,39,19,26,29,20,34,15,22,19,22,36,26,21,31,20,26,22,27,23,26,22,27,23,RNA
16,31,11,39,18,25,41,15,23,28,29,17,16,34,36,12,37,17,18,26,14,40,18,26,28,22,33,15,21,20,21,37,24,22,31,21,25,23,26,24,25,24,26,23,RNA
10,36,6,45,13,24,36,24,19,31,25,23,27,23,22,27,21,25,32,21,20,23,34,22,34,17,24,23,25,25,20,28,22,25,26,26,25,23,26,25,25,23,25,24,RNA
16,22,11,49,20,24,37,17,22,27,29,20,15,36,34,13,37,17,18,27,14,40,18,26,28,22,32,16,21,20,21,37,24,23,30,21,24,23,26,25,24,24,26,24,RNA
22,25,11,39,22,25,35,16,23,27,29,19,15,34,35,14,37,17,17,27,14,40,18,26,29,22,32,15,21,19,20,38,24,23,30,21,25,23,26,24,25,23,26,24,RNA
15,22,11,51,18,26,37,17,21,28,28,20,14,35,36,13,36,17,18,27,14,40,18,26,28,23,32,16,20,20,20,38,24,23,30,21,24,23,26,24,24,24,26,24,RNA
17,26,13,42,17,25,40,16,21,29,29,19,14,35,37,13,35,18,18,28,13,41,17,26,27,23,32,16,20,20,20,38,23,24,30,22,24,24,25,25,24,25,24,25,RNA
17,25,13,43,17,25,40,16,21,29,30,18,14,36,36,12,36,17,18,27,14,40,18,26,28,23,32,16,20,20,20,38,24,23,30,21,24,23,26,25,24,24,26,24,RNA
16,31,11,40,17,26,40,15,23,28,29,18,14,35,37,12,36,18,18,27,14,40,18,26,28,22,33,15,21,20,21,37,24,23,30,21,24,24,25,25,25,24,25,24,RNA
18,28,11,41,18,25,40,15,22,30,29,17,14,34,38,12,37,17,18,26,14,39,18,26,28,22,33,15,21,19,21,37,24,22,31,21,25,23,25,24,25,24,26,24,RNA
11,34,6,48,13,22,39,24,18,32,26,22,27,23,24,25,21,26,31,21,19,25,34,20,33,18,25,22,23,26,21,28,21,26,27,24,24,23,27,24,24,24,26,24,RNA
17,31,11,39,17,25,41,15,24,28,29,17,15,34,38,12,36,17,18,26,14,40,18,26,28,22,33,15,21,20,21,37,24,23,30,21,25,23,26,24,25,24,26,24,RNA
15,23,11,49,20,24,37,17,22,27,29,19,15,36,34,13,36,17,18,27,14,40,18,26,28,22,32,16,21,20,20,37,24,22,30,21,25,23,26,24,25,24,25,24,RNA
